Risk_Type,Reason_Code,Days_Apart,Shared_Company_ID,Left_Item_ID,Left_Source_ID,Left_Source_Item_ID,Left_Date,Left_Organisation,Left_Organisation_Key,Left_Company_ID,Left_Title,Left_URL,Right_Item_ID,Right_Source_ID,Right_Source_Item_ID,Right_Date,Right_Organisation,Right_Organisation_Key,Right_Company_ID,Right_Title,Right_URL
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-1124113b8a57eb93,BONJOURLAFUITE,,2026-04-30,Umanens,umanens,,Umanens,https://bonjourlafuite.eu.org/img/umanens.png,ITM-fbe345a97a247b1e,CYBERATTAQUE_ORG,933,2026-04-30,Umanens,umanens,,Umanens (Mutuelle Familiale) : les documents d’identité et RIB exposés après une cyberattaque,https://www.cyberattaque.org/umanens-mutuelle-familiale-les-documents-didentite-et-rib-exposes-apres-un-incident-de-securite/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-65fc228311f0ac68,CYBERATTAQUE_ORG,1026,2026-05-05,Erla Technologies,erla technologies,,Erla Technologies : une fuite de données revendiquée par un ransomware,https://www.cyberattaque.org/erla-technologies-une-fuite-de-donnees-revendiquee-par-un-ransomware/,ITM-246da658d179e870,RANSOMWARE_LIVE,,2026-05-05,Erla Technologies SAS,erla technologies,,Erla Technologies SAS revendiqué par spacebears,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/38/erla-technologies-sas
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,2,,ITM-b399093caeec76f7,CYBERATTAQUE_ORG,1029,2026-05-06,Bouygues Telecom,bouygues telecom,,"Bouygues Telecom : 4,1 millions de clients fibre exposés dans une fuite massive",https://www.cyberattaque.org/bouygues-telecom-41-millions-de-clients-fibre-exposes-dans-une-fuite-massive/,ITM-4f622a23e140c541,BONJOURLAFUITE,,2026-05-08,Bouygues Telecom,bouygues telecom,,Bouygues Telecom,https://bonjourlafuite.eu.org/img/bouygues-2.png
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-2aa8d0673a0a0bdf,RANSOMWARE_LIVE,,2026-05-07,Soprolux,soprolux,,Soprolux revendiqué par bravox,http://bravoxxwcfz5qk43ychgveprpd5mw5hvxfs4a2uz2okx7mumiht4fzyd.onion/blog/f694a27d-555d-44dd-ba93-78109a141cf5,ITM-fa4e2699a798669f,CYBERATTAQUE_ORG,1069,2026-05-08,Soprolux,soprolux,,Soprolux : les documents bancaires et données clients diffusés après une cyberattaque,https://www.cyberattaque.org/soprolux-les-documents-bancaires-et-donnees-clients-diffuses-apres-une-cyberattaque/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-df4119491f1ab037,BONJOURLAFUITE,,2026-05-08,Arsène Valentin,arsene valentin,,Arsène Valentin,https://bonjourlafuite.eu.org/img/arsene-valentin.png,ITM-2a98e1f1110fd74e,CYBERATTAQUE_ORG,1064,2026-05-08,Arsène Valentin,arsene valentin,,Arsène Valentin : des données clients exposées après l’injection d’un code malveillant sur le site,https://www.cyberattaque.org/arsene-valentin-des-donnees-clients-exposees-apres-linjection-dun-code-malveillant-sur-le-site/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-79ff395b4b5864a4,CYBERATTAQUE_ORG,1257,2026-05-13,A.R.Ge.Co,a r ge co,,A.R.Ge.Co : les données comptables et financières diffusées après une cyberattaque,https://www.cyberattaque.org/a-r-ge-co-les-donnees-comptables-et-financieres-diffusees-apres-une-cyberattaque/,ITM-c98e62d20fec910a,RANSOMWARE_LIVE,,2026-05-13,A.R.Ge.Co,a r ge co,,A.R.Ge.Co revendiqué par anubis,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/z38pgAfmNL92BXbX7tc3ZV6mW2ewomwgHeo31fl1sV+x9eqqgqQauFPBe8rzwVPvL6akXlx1nwP5OprSKlLKnpHTFNCeDE4
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-8c43763b416fa35b,CYBERATTAQUE_ORG,1264,2026-05-13,Domaine des Tournels,domaine des tournels,,Le Domaine des Tournels ciblé par une cyberattaque,https://www.cyberattaque.org/le-domaine-des-tournels-cible-par-une-cyberattaque/,ITM-2f0f5128964772ac,RANSOMWARE_LIVE,,2026-05-13,Domaine Des Tournels,domaine des tournels,,Domaine Des Tournels revendiqué par qilin,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=be7f5030-e850-4c5f-b6a9-0b7efaae79d8
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-59c2e598ee47471d,RANSOMWARE_LIVE,,2026-05-16,Transitions Pro Centre Val de Loire,transitions pro centre val de loire,,Transitions Pro Centre Val de Loire revendiqué par PrinzEugen,http://prinzfkbjiazbrur4mjje6mntjc4vydx3iatkkzycufoylqcoo4y7pqd.onion/transitions-pro-centre-val-de-loire,ITM-957af030cd68ea4a,CYBERATTAQUE_ORG,1325,2026-05-17,Transitions Pro Centre-Val de Loire,transitions pro centre val de loire,,Transitions Pro Centre-Val de Loire : des dizaines de Go de données menacées après un ransomware,https://www.cyberattaque.org/transitions-pro-centre-val-de-loire-des-dizaines-de-go-de-donnees-menacees-apres-un-ransomware/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-19791620146f2ed3,BONJOURLAFUITE,,2026-05-17,Gîtes de France,gites de france,,Gîtes de France,https://bonjourlafuite.eu.org/img/gites-de-france.png,ITM-8ecc4929c8252388,BONJOURLAFUITE,,2026-05-18,Gîtes de France,gites de france,,Gîtes de France,https://www.tf1info.fr/justice-faits-divers/vol-de-donnees-gites-de-france-vise-a-son-tour-par-une-cyberattaque-pres-de-400-000-clients-potentiellement-concernes-2442055.html
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-19791620146f2ed3,BONJOURLAFUITE,,2026-05-17,Gîtes de France,gites de france,,Gîtes de France,https://bonjourlafuite.eu.org/img/gites-de-france.png,ITM-0a082f20eda672d9,CYBERATTAQUE_ORG,1321,2026-05-17,Gîtes de France,gites de france,,Gîtes de France : les réservations de 389 000 clients dans une fuite de données,https://www.cyberattaque.org/gites-de-france-les-reservations-de-389-000-clients-dans-une-fuite-de-donnees/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-0a082f20eda672d9,CYBERATTAQUE_ORG,1321,2026-05-17,Gîtes de France,gites de france,,Gîtes de France : les réservations de 389 000 clients dans une fuite de données,https://www.cyberattaque.org/gites-de-france-les-reservations-de-389-000-clients-dans-une-fuite-de-donnees/,ITM-8ecc4929c8252388,BONJOURLAFUITE,,2026-05-18,Gîtes de France,gites de france,,Gîtes de France,https://www.tf1info.fr/justice-faits-divers/vol-de-donnees-gites-de-france-vise-a-son-tour-par-une-cyberattaque-pres-de-400-000-clients-potentiellement-concernes-2442055.html
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-1941a3ab487817da,CYBERATTAQUE_ORG,1355,2026-05-18,Groupe CRIT,groupe crit,,Groupe CRIT : les documents RH et des pièces d’identité d’une filiale tunisienne exposés,https://www.cyberattaque.org/groupe-crit-les-documents-rh-et-des-pieces-didentite-exposes/,ITM-2ba3e3c2f36fb9f7,RANSOMWARE_LIVE,,2026-05-18,Groupe CRIT SA,groupe crit,,Groupe CRIT SA revendiqué par titan,https://titanblog.org/post/all-files-encrypted-critical-data-downloaded-analyzed-k71x92z9uc
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,0,,ITM-5c2e0a1a7c553b74,BONJOURLAFUITE,,2026-05-21,McDonald's France,mcdonald s,722003936,McDonald's France,https://www.lefigaro.fr/secteur/high-tech/mcdonald-s-france-victime-d-une-fuite-de-donnees-des-comptes-fidelite-debites-20260521,ITM-55009a7fcb0bbb0b,CYBERATTAQUE_ORG,1381,2026-05-21,McDonald’s,mcdonald s,722003936,McDonald’s touché par une cyberattaque : des comptes fidélité utilisés à l’insu des clients,https://www.cyberattaque.org/mcdonalds-touche-par-une-cyberattaque-des-comptes-fidelite-utilises-a-linsu-des-clients/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-1e10bd27f0de50d5,BONJOURLAFUITE,,2026-05-22,Camping Car Plus,camping car plus,,Camping Car Plus,https://bonjourlafuite.eu.org/img/campingcarplus.png,ITM-9f6678f10f2f2337,CYBERATTAQUE_ORG,1418,2026-05-23,Camping-Car Plus,camping car plus,,"Camping-Car Plus : victime d’une fuite de données, les mots de passe exposés",https://www.cyberattaque.org/camping-car-plus-victime-dune-fuite-de-donnees-les-mots-de-passe-exposes/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-6e3243743693785c,CYBERATTAQUE_ORG,1524,2026-05-29,Somafix,somafix,,"Somafix sous la menace d’un ransomware, 10 Go de données revendiqués",https://www.cyberattaque.org/somafix-sous-la-menace-dun-ransomware-10-go-de-donnees-revendiques/,ITM-22156441c933a214,RANSOMWARE_LIVE,,2026-05-29,SOMAFIX,somafix,,SOMAFIX revendiqué par gunra,https://somafix.fr
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-20ebf0b4645653ac,CYBERATTAQUE_ORG,1533,2026-05-31,Air Austral,air austral,,Air Austral : les données de 1 000 employés diffusées publiquement,https://www.cyberattaque.org/air-austral-les-donnees-de-1-000-employes-diffusees-publiquement/,ITM-0a6898b2be76a259,VEILLE_LLM,,2026-05-31,Air Austral,air austral,,Air Austral : Fuite de données,https://github.com/Ya7o/Cyberwatch/blob/main/sources/veillellm/cyberattaques_reunion_mayotte_2026.json
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,2,,ITM-2b9d8705c52c56ca,BONJOURLAFUITE,,2026-06-01,Carvivo,carvivo,819173634,Carvivo,https://bonjourlafuite.eu.org/img/carvivo.png,ITM-98a9777be59f5417,CYBERATTAQUE_ORG,1576,2026-06-03,Carvivo,carvivo,819173634,Carvivo : 15 millions d’automobilistes revendiqués dans une fuite massive,https://www.cyberattaque.org/carvivo-15-millions-dautomobilistes-revendiques-dans-une-fuite-massive/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-79d6014bde53dcf9,BONJOURLAFUITE,,2026-06-04,Goodvest,goodvest,889263117,Goodvest,https://bonjourlafuite.eu.org/img/goodvest.png,ITM-ca067630b425e2dc,CYBERATTAQUE_ORG,1600,2026-06-05,Goodvest,goodvest,889263117,Goodvest victime d’une cyberattaque : des données patrimoniales de clients exposées,https://www.cyberattaque.org/goodvest-victime-dune-cyberattaque-des-donnees-patrimoniales-de-clients-exposees/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-f317e63262487dbd,BONJOURLAFUITE,,2026-06-08,Au vieux campeur,au vieux campeur,,Au vieux campeur,https://bonjourlafuite.eu.org/img/vieux-campeur.png,ITM-268ef524b2d70fb5,CYBERATTAQUE_ORG,1620,2026-06-09,Au Vieux Campeur,au vieux campeur,,"Au Vieux Campeur victime d’une cyberattaque, une enquête est en cours",https://www.cyberattaque.org/au-vieux-campeur-victime-dune-cyberattaque-une-enquete-est-en-cours/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,3,,ITM-1fd99d34255bf919,CYBERATTAQUE_ORG,1619,2026-06-09,Nantes Métropole,metropole de nantes,,Nantes Métropole : les coordonnées de plus de 5 000 agents municipaux en fuite,https://www.cyberattaque.org/nantes-metropole-les-coordonnees-de-plus-de-5-000-agents-municipaux-en-fuite/,ITM-41ce3144208bea57,BONJOURLAFUITE,,2026-06-12,Nantes Métropole,metropole de nantes,,Nantes Métropole,https://bonjourlafuite.eu.org/img/naonantes.png
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,1,,ITM-255f58fa365fcd72,CYBERATTAQUE_ORG,1689,2026-06-14,SSTRN,service de sante au travail en region nantaise,,SSTRN : plus de 355 000 salariés voient leur historique de médecine du travail exposé,https://www.cyberattaque.org/sstrn-plus-de-355-000-salaries-voient-leur-historique-de-medecine-du-travail-expose/,ITM-383d8a66ff6e2220,BONJOURLAFUITE,,2026-06-15,Service de Santé au Travail en Région Nantaise,service de sante au travail en region nantaise,,Service de Santé au Travail en Région Nantaise,https://www.sstrn.fr/actualites/incident-securite-concernant-donnees-nos-adherents
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-c36adf82e2aed6a3,BONJOURLAFUITE,,2026-06-22,Fédération Sportive de la Police Nationale,federation sportive de la police nationale,410910863,Fédération Sportive de la Police Nationale,https://www.lemondeinformatique.fr/actualites/lire-la-federation-sportive-de-la-police-nationale-enquete-sur-une-fuite-de-donnees-100522.html,ITM-12a4ed2f1cf8e7e8,CYBERATTAQUE_ORG,1755,2026-06-22,Fédération Sportive de la Police Nationale,federation sportive de la police nationale,410910863,Fédération Sportive de la Police Nationale : les données de plus de 70 000 policiers en fuite,https://www.cyberattaque.org/federation-sportive-de-la-police-nationale-les-donnees-de-plus-de-70-000-policiers-en-fuite/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-bfd05428131d7138,CYBERATTAQUE_ORG,1793,2026-06-25,Insee,insee,,Insee : 12 800 agents de l’Insee dans une fuite de données internes,https://www.cyberattaque.org/insee-12-800-agents-de-linsee-dans-une-fuite-de-donnees-internes/,ITM-9c445199e7e2d045,BONJOURLAFUITE,,2026-06-26,INSEE,insee,,INSEE,https://www.insee.fr/fr/information/9016741
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,3,,ITM-c36d17638bb274fd,CYBERATTAQUE_ORG,1839,2026-06-30,Trenitalia,trenitalia,,Trenitalia : les données de voyageurs exposées après une cyberattaque,https://www.cyberattaque.org/trenitalia-les-donnees-de-voyageurs-exposees-apres-une-cyberattaque/,ITM-3681baf873ee750a,BONJOURLAFUITE,,2026-07-03,Trenitalia,trenitalia,,Trenitalia,https://bonjourlafuite.eu.org/img/trenitalia.png
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,3,,ITM-8e0808360148a999,CYBERATTAQUE_ORG,1882,2026-07-08,Fédération Française d’Équitation,federation francaise d equitation,344386701,Fédération Française d’Équitation : 960 000 contacts revendiqués après une compromission totale des bases,https://www.cyberattaque.org/federation-francaise-dequitation-960-000-contacts-revendiques-apres-une-compromission-totale-des-bases/,ITM-a13247ab74e017e2,BONJOURLAFUITE,,2026-07-11,Fédération Française d’Équitation,federation francaise d equitation,344386701,Fédération Française d’Équitation,https://bonjourlafuite.eu.org/img/ffequitation.png
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-2dc06829efb12d5a,BONJOURLAFUITE,,2026-07-09,Atout France,atout france,,Atout France,https://bonjourlafuite.eu.org/img/atout-france.png,ITM-d707eb7f81a94033,CYBERATTAQUE_ORG,1906,2026-07-09,Atout France,atout france,,Atout France : plus de 400 000 comptes et plusieurs accès administrateurs revendiqués après une faille IDOR,https://www.cyberattaque.org/atout-france-plus-de-400-000-comptes-et-plusieurs-acces-administrateurs-revendiques-apres-une-faille-idor/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-a43a547526ffdd3a,BONJOURLAFUITE,,2026-07-16,Croq’ Vacances,croq vacances,,Croq’ Vacances,https://bonjourlafuite.eu.org/img/croq-vacances.png,ITM-803dbab7e2fdcb4d,CYBERATTAQUE_ORG,1981,2026-07-16,Croq’Vacances,croq vacances,,Croq’Vacances : 72 916 personnes et 24 Go de documents dans une fuite massive,https://www.cyberattaque.org/croqvacances-72-916-personnes-et-24-go-de-documents-dans-une-fuite-massive/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,2,,ITM-a1a03ef67f01bd1d,CYBERATTAQUE_ORG,1998,2026-07-20,France Casse,france casse,,"France Casse : 3,3 millions de comptes en fuite avec des mots de passe en clair",https://www.cyberattaque.org/france-casse-33-millions-de-comptes-en-fuite-avec-des-mots-de-passe-en-clair/,ITM-70543a64df50de81,BONJOURLAFUITE,,2026-07-22,France Casse,france casse,,France Casse,https://bonjourlafuite.eu.org/img/france-casse.png
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-aca32618aa410ca5,CYBERATTAQUE_ORG,2009,2026-07-23,Aide à Dom 74,aide a dom74,815087960,"Aide à Dom 74 : 92 candidatures en fuite, les coordonnées de demandeurs d’emploi exposées",https://www.cyberattaque.org/aide-a-dom-74-92-candidatures-en-fuite-les-coordonnees-de-demandeurs-demploi-exposees/,ITM-9014e0682e56f8a7,FRENCHBREACHES,https://frenchbreaches.com/alertes/aide-dom-74-mrxbr337uk6jik70qp,2026-07-23,Aide à Dom 74,aide a dom74,815087960,Aide à Dom 74,https://frenchbreaches.com/alertes/aide-dom-74-mrxbr337uk6jik70qp
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-5ef16bdb42a2ded8,FRENCHBREACHES,https://frenchbreaches.com/alertes/alpissimmo-mrzgdn49uk099slvnm,2026-07-24,Alpissimmo,alpissimmo,,Alpissimmo,https://frenchbreaches.com/alertes/alpissimmo-mrzgdn49uk099slvnm,ITM-ab5e3c71f5584819,CYBERATTAQUE_ORG,2019,2026-07-25,Alpissimmo,alpissimmo,,Alpissimmo : près de 600 projets de vacances exposés avec coordonnées et dates de séjour,https://www.cyberattaque.org/alpissimmo-pres-de-600-projets-de-vacances-exposes-avec-coordonnees-et-dates-de-sejour/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-81bcf4982efe57e2,FRENCHBREACHES,https://frenchbreaches.com/alertes/skolae-mrzem313qv3bs8qdks8,2026-07-24,SKOLAE,skolae,,SKOLAE,https://frenchbreaches.com/alertes/skolae-mrzem313qv3bs8qdks8,ITM-3e747f2bbf3f1804,CYBERATTAQUE_ORG,2024,2026-07-25,Skolae,skolae,,Skolae victime d’une intrusion dans ses systèmes informatiques,https://www.cyberattaque.org/skolae-victime-dune-intrusion-dans-ses-systemes-informatiques/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-54413e569df7ef7b,CYBERATTAQUE_ORG,2016,2026-07-25,Productly.app,productly,,Productly.app : 57 403 comptes exposés après une cyberattaque,https://www.cyberattaque.org/productly-app-57-403-comptes-exposes-apres-une-cyberattaque/,ITM-6bfa36e2b7739b94,FRENCHBREACHES,https://frenchbreaches.com/alertes/productly-ms010djtc7o988mbjnu,2026-07-25,Productly,productly,,Productly,https://frenchbreaches.com/alertes/productly-ms010djtc7o988mbjnu
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-7ddb7ad99d50b44e,FRENCHBREACHES,https://frenchbreaches.com/alertes/batipro33-ms2b8uma6p3przeq7wv,2026-07-26,Batipro33,batipro33,,Batipro33,https://frenchbreaches.com/alertes/batipro33-ms2b8uma6p3przeq7wv,ITM-f4bc528ac672e18a,CYBERATTAQUE_ORG,2045,2026-07-27,Batipro 33,batipro33,,Batipro 33 piraté : 1119 personnes et cinq bases SQL internes revendiquées,https://www.cyberattaque.org/batipro-33-pirate-1119-personnes-et-cinq-bases-sql-internes-revendiquees/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-ccd403e172173939,FRENCHBREACHES,https://frenchbreaches.com/alertes/cartogip-gip-atgeri-ms25bj1kfym1fayo10t,2026-07-26,CartoGIP,cartogip,,CartoGIP (GIP ATGeRi),https://frenchbreaches.com/alertes/cartogip-gip-atgeri-ms25bj1kfym1fayo10t,ITM-12efd3c9f0ff5b86,CYBERATTAQUE_ORG,2048,2026-07-27,Cartogip,cartogip,,Cartogip : 1 200 contacts d’élus et d’agents publics exposés avec leurs numéros directs,https://www.cyberattaque.org/cartogip-1-200-contacts-delus-et-dagents-publics-exposes-avec-leurs-numeros-directs/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-9282cff3bbf8b927,CYBERATTAQUE_ORG,2026,2026-07-26,Ministère de l’Intérieur,ministere de l interieur,110014016,Ministère de l’Intérieur : 111 528 agents et gendarmes revendiqués dans une fuite massive de données,https://www.cyberattaque.org/ministere-de-linterieur-111-528-agents-revendiques-dans-une-fuite-massive-de-donnees/,ITM-aa25adec433a94b1,FRENCHBREACHES,https://frenchbreaches.com/alertes/minist-re-de-l-int-rieur-agents-du-gouvernement-ms1uhb3491p6i7ha12a,2026-07-26,Ministère de l’intérieur,ministere de l interieur,110014016,Ministère de l’intérieur (Agents du gouvernement),https://frenchbreaches.com/alertes/minist-re-de-l-int-rieur-agents-du-gouvernement-ms1uhb3491p6i7ha12a
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-d321a147e33b0576,FRENCHBREACHES,https://frenchbreaches.com/alertes/allo-solar-ms3ko2n8d1kacm5qknm,2026-07-27,Allo Solar,allo solar,,Allo Solar,https://frenchbreaches.com/alertes/allo-solar-ms3ko2n8d1kacm5qknm,ITM-8348ab1cd5e80e51,CYBERATTAQUE_ORG,2056,2026-07-28,Allo.Solar,allo solar,,Allo.Solar : 101 349 clients et 208 694 commandes exposés après une cyberattaque,https://www.cyberattaque.org/allo-solar-101-349-clients-et-208-694-commandes-exposes-apres-une-cyberattaque/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-c3aec95bc556f24e,CYBERATTAQUE_ORG,2042,2026-07-27,ResaClick,resaclick,,ResaClick : les données personnelles de 10 263 utilisateurs diffusées en ligne,https://www.cyberattaque.org/resaclick-cyberattaque-fuite-donnees/,ITM-caeb675602bbf77f,FRENCHBREACHES,https://frenchbreaches.com/alertes/resaclick-ms4chtqzaljdepplkxm,2026-07-28,Resaclick,resaclick,,Resaclick,https://frenchbreaches.com/alertes/resaclick-ms4chtqzaljdepplkxm
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,1,,ITM-4eaca779380317ce,FRENCHBREACHES,https://frenchbreaches.com/alertes/supremebody-ms3m996vc34s1l50to,2026-07-27,Supremebody,supremebody,,Supremebody,https://frenchbreaches.com/alertes/supremebody-ms3m996vc34s1l50to,ITM-b16cc486136d6422,CYBERATTAQUE_ORG,2059,2026-07-28,Supreme Body,supremebody,,Supreme Body : les comptes clients diffusés en ligne après une cyberattaque,https://www.cyberattaque.org/supreme-body-les-comptes-clients-diffuses-en-ligne-apres-une-cyberattaque/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-9b0aa546dd04ae21,CYBERATTAQUE_ORG,2051,2026-07-27,Verspieren,verspieren,321502049,Verspieren victime d’une cyberattaque : les données de sinistres Euromaster potentiellement exposées,https://www.cyberattaque.org/verspieren-victime-dune-cyberattaque-les-donnees-de-sinistres-euromaster-potentiellement-exposees/,ITM-d250833332bab181,FRENCHBREACHES,https://frenchbreaches.com/alertes/verspieren-ms3fl0uu4zayhpz2vh,2026-07-27,Verspieren,verspieren,321502049,Verspieren,https://frenchbreaches.com/alertes/verspieren-ms3fl0uu4zayhpz2vh
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-dbecc401ef077e30,CYBERATTAQUE_ORG,2065,2026-07-28,ERDIL,erdil,,ERDIL : 270 contacts professionnels et les comptes WordPress en fuite,https://www.cyberattaque.org/erdil-270-contacts-professionnels-et-les-comptes-wordpress-en-fuite/,ITM-476ca705ec80202b,FRENCHBREACHES,https://frenchbreaches.com/alertes/erdil-ms4edb2tfxahd3apfc,2026-07-28,Erdil,erdil,,Erdil,https://frenchbreaches.com/alertes/erdil-ms4edb2tfxahd3apfc
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-97112c9335752862,CYBERATTAQUE_ORG,2069,2026-07-28,Kaffir.fr,kaffir,,Kaffir.fr : les adresses des clients diffusées publiquement dans une fuite de données,https://www.cyberattaque.org/kaffir-fr-les-adresses-des-clients-diffuses-publiquement-dans-une-fuite-de-donnees/,ITM-e91d7514b51c0a60,FRENCHBREACHES,https://frenchbreaches.com/alertes/kaffir-ms4frxcchbuu7iovqa,2026-07-28,Kaffir,kaffir,,Kaffir,https://frenchbreaches.com/alertes/kaffir-ms4frxcchbuu7iovqa
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-a583befb63a42cfd,CYBERATTAQUE_ORG,2054,2026-07-28,Location-etudiant.fr,location etudiant,952220069,Location-etudiant.fr piraté : 10 Go de données en fuite,https://www.cyberattaque.org/location-etudiant-fr-pirate-10-go-de-donnees-en-fuite/,ITM-1f052644476b0bdf,FRENCHBREACHES,https://frenchbreaches.com/alertes/location-etudiant-ms3sftokma5qrg0nw5,2026-07-28,Location-Etudiant,location etudiant,952220069,Location-Etudiant,https://frenchbreaches.com/alertes/location-etudiant-ms3sftokma5qrg0nw5
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,2,,ITM-983ec069efa370f6,FRENCHBREACHES,https://frenchbreaches.com/alertes/planity-ms4gnp7s4p4ptre2tub,2026-07-28,Planity,planity,821511128,Planity,https://frenchbreaches.com/alertes/planity-ms4gnp7s4p4ptre2tub,ITM-2fbe95fa2462d0d5,CYBERATTAQUE_ORG,2091,2026-07-30,Planity,planity,821511128,Planity : 138 000 données exfiltrées dans une cyberattaque,https://www.cyberattaque.org/planity-138-000-donnees-exfiltrees-dans-une-cyberattaque/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-f60a72267153ca38,FRENCHBREACHES,https://frenchbreaches.com/alertes/lire-demain-ms5pejs6d6m5q6vnf18,2026-07-29,Lire Demain,lire demain,522813815,Lire Demain,https://frenchbreaches.com/alertes/lire-demain-ms5pejs6d6m5q6vnf18,ITM-afc773a158f765dd,CYBERATTAQUE_ORG,2080,2026-07-30,Lire Demain,lire demain,522813815,"Lire Demain : 4 600 commandes d’écoles, crèches et collectivités exposées",https://www.cyberattaque.org/lire-demain-4-600-commandes-decoles-creches-et-collectivites-exposees/
