date,organisation,territoire,localisation,secteur,type_menace,acteur,statut,score_cyberattaque,impact_connu,source_urls,synthese,evolution,sector_evidence_url,sector_evidence_text,sector_evidence_source,sector_evidence_type
2026-07-13,Lidl,France,France,Numérique / Technologie,Incident tiers,Inconnu,Signal documenté par la source,60,Lidl informe une partie de ses clients d’une violation de données survenue chez l’un de ses prestataires informatiques….,https://www.cyberattaque.org/lidl-les-coordonnees-de-clients-exposes-apres-une-cyberattaque-chez-un-prestataire/,Rattrapage 2026 Cyberattaque.org — Lidl : les coordonnées de clients exposés après une cyberattaque chez un prestataire,nouveau,,,,
2026-07-13,KeepCool,France,France,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée à KeepCool a été revendiquée sur un forum cybercriminel le 11 juillet 2026….,https://www.cyberattaque.org/keepcool-287-842-fiches-dadherents-en-fuite-apres-une-faille/,Rattrapage 2026 Cyberattaque.org — KeepCool : 287 842 fiches d’adhérents en fuite après une faille,nouveau,,,,
2026-07-13,France Pare-Brise,France,France,Finance / Assurance,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée à France Pare-Brise a été revendiquée en juillet 2026. L’auteur affirme avoir exploité…,https://www.cyberattaque.org/france-pare-brise-100-000-dossiers-avec-permis-cartes-grises-et-iban-revendiques/,"Rattrapage 2026 Cyberattaque.org — France Pare-Brise : 100 000 dossiers avec permis, cartes grises et IBAN revendiqués",nouveau,,,,
2026-07-13,EIML Paris,France,France,Éducation / Formation,Fuite de données,Inconnu,Signal documenté par la source,60,"EIML Paris, l’École Internationale de Marketing du Luxe, fait l’objet d’une revendication de fuite de données publiée le…",https://www.cyberattaque.org/eiml-cyberattaque/,Rattrapage 2026 Cyberattaque.org — EIML Paris : près de 90 000 personnes exposées après la cyberattaque du Groupe GES,nouveau,,,,
2026-07-13,Betrail,France,France,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée à Betrail.run a été revendiquée le 13 juillet 2026. L’auteur affirme diffuser une…,https://www.cyberattaque.org/betrail-28-millions-de-profils-de-coureurs-dans-une-fuite-massive/,"Rattrapage 2026 Cyberattaque.org — Betrail : 2,8 millions de profils de coureurs dans une fuite massive",nouveau,,,,
2026-07-11,PPA Business School,France,France,Éducation / Formation,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée à PPA Business School a été revendiquée sur un forum cybercriminel le 10…,https://www.cyberattaque.org/ppa-business-school-293-967-prospects-etudiants-et-anciens-eleves-revendiques-dans-une-fuite-de-donnees/,"Rattrapage 2026 Cyberattaque.org — PPA Business School : 293 967 prospects, étudiants et anciens élèves revendiqués dans une fuite de données",nouveau,,,,
2026-07-11,Litige.fr,France,France,Finance / Assurance,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée à Litige.fr a été revendiquée sur un forum cybercriminel le 10 juillet 2026….,https://www.cyberattaque.org/litige-fr-plus-de-2-millions-dutilisateurs-revendiques-apres-une-faille-idor/,Rattrapage 2026 Cyberattaque.org — Litige.fr : plus de 2 millions d’utilisateurs revendiqués après une faille IDOR,nouveau,,,,
2026-07-11,Bebeboutik,Inconnu,Non documenté publiquement,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée au portail professionnel sales.bebeboutik.fr a été revendiquée sur un forum cybercriminel le 10…,https://www.cyberattaque.org/bebeboutik-500-000-enregistrements-et-14-go-de-donnees-commerciales-en-fuite/,"Rattrapage 2026 Cyberattaque.org — Bebeboutik : 500 000 enregistrements et 1,4 Go de données commerciales en fuite",nouveau,,,,
2026-07-09,École Supérieure de Génie Informatique,France,Paris et,Éducation / Formation,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une fuite de données attribuée à l’ESGI, l’École Supérieure de Génie Informatique, a été revendiquée sur un forum…",https://www.cyberattaque.org/ecole-superieure-de-genie-informatique-26-451-dossiers-etudiants-en-fuite/,Rattrapage 2026 Cyberattaque.org — École Supérieure de Génie Informatique : 26 451 dossiers étudiants en fuite,nouveau,,,,
2026-07-09,Vaccination scolaire en Auvergne-Rhône-Alpes,France,France,Administration / Collectivité,Fuite de données,Inconnu,Signal documenté par la source,60,Une fuite de données touche la plateforme utilisée en Auvergne-Rhône-Alpes pour recueillir les autorisations parentales dans le cadre…,https://www.cyberattaque.org/vaccination-scolaire-en-auvergne-rhone-alpes-donnees-denfants-et-numeros-de-securite-sociale-exposes/,Rattrapage 2026 Cyberattaque.org — Vaccination scolaire en Auvergne-Rhône-Alpes : données d’enfants et numéros de Sécurité sociale exposés,nouveau,,,,
2026-07-09,Spiko,France,France,Finance / Assurance,Autre cyber,Inconnu,Signal documenté par la source,60,"Spiko informe certains de ses clients d’une potentielle violation de données personnelles liée à Onfido, désormais intégré à…",https://www.cyberattaque.org/spiko-pieces-didentite-et-selfies-de-clients-exposes-apres-une-cyberattaque-chez-onfido/,Rattrapage 2026 Cyberattaque.org — Spiko : pièces d’identité et selfies de clients exposés après une cyberattaque chez Onfido,nouveau,,,,
2026-07-09,SNOSM,France,France,Finance / Assurance,Autre cyber,Inconnu,Signal documenté par la source,60,Une revendication particulièrement lourde vise le Système national d’observation de la sécurité en montagne (SNOSM). Publiée le 9…,https://www.cyberattaque.org/snosm-11-682-fichiers-et-code-source-en-fuite-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — SNOSM : 11 682 fichiers et code source en fuite après une cyberattaque,nouveau,,,,
2026-07-09,SDAG Adhésifs,France,France,Commerce / Distribution,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée à Boutique SDAG a été revendiquée sur un forum cybercriminel le 8 juillet…,https://www.cyberattaque.org/sdag-adhesifs-58-725-enregistrements-de-commandes-et-3-653-clients-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — SDAG Adhésifs : 58 725 enregistrements de commandes et 3 653 clients dans une fuite de données,nouveau,,,,
2026-07-09,Pays du Mont-Blanc,Inconnu,Non documenté publiquement,Administration / Collectivité,Autre cyber,Inconnu,Confirmé,100,La Communauté de Communes Pays du Mont-Blanc (CCPMB) a confirmé être touchée par les conséquences d’une cyberattaque de…,https://www.cyberattaque.org/pays-du-mont-blanc-une-cyberattaque-chez-son-operateur-paralyse-les-services/,Rattrapage 2026 Cyberattaque.org — Pays du Mont-Blanc : une cyberattaque chez son opérateur paralyse les services,nouveau,,,,
2026-07-09,Moove,France,France,Transport / Logistique,Fuite de données,Inconnu,Signal documenté par la source,60,"Une fuite de données attribuée à FlyMoove, plateforme française spécialisée dans l’aviation d’affaires et la mobilité aérienne régionale,…",https://www.cyberattaque.org/moove-passeports-et-pieces-didentite-de-passagers-en-fuite-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Moove : passeports et pièces d’identité de passagers en fuite après une cyberattaque,nouveau,,,,
2026-07-09,Fédération Française Handisport,France,France,Sport,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée à la Fédération Française Handisport a été revendiquée sur un forum cybercriminel le…,https://www.cyberattaque.org/federation-francaise-handisport-pres-de-60-000-licencies-exposes-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Fédération Française Handisport : près de 60 000 licenciés exposés après une cyberattaque,nouveau,,,,
2026-07-09,Atout France,France,France,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une fuite de données attribuée à Atout France, l’agence chargée du développement touristique de la France, a été…",https://www.cyberattaque.org/atout-france-plus-de-400-000-comptes-et-plusieurs-acces-administrateurs-revendiques-apres-une-faille-idor/,Rattrapage 2026 Cyberattaque.org — Atout France : plus de 400 000 comptes et plusieurs accès administrateurs revendiqués après une faille IDOR,nouveau,,,,
2026-07-09,Association.fr,France,France,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une base de données présentée comme provenant d’Association.fr a été publiée sur un forum cybercriminel le 9 juillet…,https://www.cyberattaque.org/association-fr-160-000-dirigeants-associatifs-et-des-iban-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Association.fr : la fuite revendiquée ne correspond pas aux données du site,nouveau,,,,
2026-07-08,Télécom Saint-Étienne,Inconnu,Non documenté publiquement,Numérique / Technologie,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée à Télécom Saint-Étienne a été revendiquée sur un forum cybercriminel le 7 juillet…,https://www.cyberattaque.org/telecom-saint-etienne-une-base-de-contacts-professionnels-revendiquee-apres-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Télécom Saint-Étienne : une base de contacts professionnels revendiquée après une fuite de données,nouveau,,,,
2026-07-08,PixartPrinting,France,France,Finance / Assurance,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée à PixartPrinting.com a été revendiquée sur un forum cybercriminel le 7 juillet 2026….,https://www.cyberattaque.org/pixartprinting-141-467-profils-clients-europeens-revendiques-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — PixartPrinting : 141 467 profils clients européens revendiqués dans une fuite de données,nouveau,,,,
2026-07-08,Ministère de la Culture,France,France,Administration / Collectivité,Intrusion,Inconnu,Revendiqué / non corroboré,65,Une base de données attribuée au site culture.gouv.fr a été revendiquée sur un forum cybercriminel le 5 juillet…,https://www.cyberattaque.org/ministere-de-la-culture-45-362-contacts-professionnels-revendiques-apres-une-faille-idor/,Rattrapage 2026 Cyberattaque.org — Ministère de la Culture : 45 362 contacts professionnels revendiqués après une faille IDOR,nouveau,,,,
2026-07-08,Mille et Une Listes,France,France,Inconnu,Fuite de données,Inconnu,Signal documenté par la source,60,"Une fuite de données attribuée à Mille et Une Listes, plateforme française de listes de mariage et de…",https://www.cyberattaque.org/mille-et-une-listes-214-527-comptes-en-fuite-apres-une-faille-de-securite/,Rattrapage 2026 Cyberattaque.org — Mille et Une Listes : 214 527 comptes en fuite après une faille de sécurité,nouveau,,,,
2026-07-08,Mifarma,France,France,Inconnu,Autre cyber,Inconnu,Signal documenté par la source,60,Mifarma informe ses clients d’un incident de sécurité ayant exposé certaines données personnelles. Selon une notification adressée aux…,https://www.cyberattaque.org/mifarma-donnees-clients-et-produits-achetes-exposes-apres-une-faille-chez-un-partenaire-technique/,Rattrapage 2026 Cyberattaque.org — Mifarma : données clients et produits achetés exposés après une faille chez un partenaire technique,nouveau,,,,
2026-07-08,Fédération Française d’Équitation,France,France,Sport,Autre cyber,Inconnu,Revendiqué / non corroboré,65,"Une revendication particulièrement lourde vise la Fédération Française d’Équitation. Publiée sur un forum cybercriminel, elle annonce une compromission…",https://www.cyberattaque.org/federation-francaise-dequitation-960-000-contacts-revendiques-apres-une-compromission-totale-des-bases/,Rattrapage 2026 Cyberattaque.org — Fédération Française d’Équitation : 960 000 contacts revendiqués après une compromission totale des bases,nouveau,,,,
2026-07-08,Fonds de Dotation pour l’Enfance,France,France,Administration / Collectivité,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée au Fonds de Dotation pour l’Enfance a été revendiquée sur un forum cybercriminel…,https://www.cyberattaque.org/fonds-de-dotation-pour-lenfance-22-593-participants-devenements-caritatifs-revendiques-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Fonds de Dotation pour l’Enfance : 22 593 participants d’événements caritatifs revendiqués dans une fuite de données,nouveau,,,,
2026-07-08,Follow Health,France,France,Finance / Assurance,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une fuite de données attribuée à Follow Health, éditeur de la plateforme médicale follow.fr, a été revendiquée sur…",https://www.cyberattaque.org/follow-health-plus-de-2-millions-de-dossiers-patients-revendiques-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Follow Health : plus de 2 millions de dossiers patients revendiqués après une cyberattaque,nouveau,,,,
2026-07-07,Nemea Résidences,France,France,Administration / Collectivité,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une nouvelle fuite de données attribuée à residence-nemea.com a été revendiquée sur un forum cybercriminel le 6 juillet…,https://www.cyberattaque.org/nemea-residences-84-853-reservations-locataires-et-garants-revendiques-apres-une-faille-idor/,"Rattrapage 2026 Cyberattaque.org — Nemea Résidences : 84 853 réservations, locataires et garants revendiqués après une faille IDOR",nouveau,,,,
2026-07-07,1001Coques,France,France,Commerce / Distribution,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une fuite de données attribuée à 1001Coques.fr, boutique française spécialisée dans les coques personnalisables et accessoires mobiles, a…",https://www.cyberattaque.org/1001coques-327-511-clients-revendiques-dans-une-fuite-de-donnees-de-factures/,Rattrapage 2026 Cyberattaque.org — 1001Coques : 327 511 clients revendiqués dans une fuite de données de factures,nouveau,,,,
2026-07-05,Lions Clubs France,France,France,Sport,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée à Lions Clubs France a été revendiquée sur un forum cybercriminel le 3…,https://www.cyberattaque.org/lions-clubs-france-23-898-fiches-de-membres-exposees-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Lions Clubs France : 23 898 fiches de membres exposées après une cyberattaque,nouveau,,,,
2026-07-05,Fuite de données scolaires,France,France,Éducation / Formation,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une nouvelle série de fuites de données revendiquées vise directement des établissements scolaires français. En isolant les collèges,…",https://www.cyberattaque.org/fuite-de-donnees-scolaires-pres-de-15-000-eleves-concernes-dans-19-colleges-et-lycees-francais/,Rattrapage 2026 Cyberattaque.org — Fuite de données scolaires : près de 15 000 élèves concernés dans 19 collèges et lycées français,nouveau,,,,
2026-07-03,Rennes,France,France,Administration / Collectivité,Fuite de données,Inconnu,Signal documenté par la source,60,Une base de données attribuée aux agents de la Ville de Rennes et de Rennes Métropole a été…,https://www.cyberattaque.org/rennes-8-727-contacts-dagents-de-la-ville-et-de-la-metropole-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Rennes : 8 727 contacts d’agents de la Ville et de la Métropole dans une fuite de données,nouveau,,,,
2026-07-03,IAD Group,France,Marseille,Construction / BTP,Autre cyber,Inconnu,Signal documenté par la source,60,"Une revendication d’ampleur vise IAD Group, proptech française spécialisée dans les services immobiliers numériques et connue pour son…",https://www.cyberattaque.org/iad-group-38-millions-de-personnes-et-966-go-de-documents-clients-en-fuite-apres-une-cyberattaque/,"Rattrapage 2026 Cyberattaque.org — IAD Group : 3,8 millions de personnes et 966 Go de documents clients en fuite après une cyberattaque",nouveau,,,,
2026-07-01,Police Municipale Le Pontet,Inconnu,Non documenté publiquement,Administration / Collectivité,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une nouvelle revendication publiée sur un forum cybercriminel vise des données attribuées à la ville du Pontet, dans…",https://www.cyberattaque.org/police-municipale-le-pontet-62-172-lignes-de-donnees-sensibles-revendiquees-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Police Municipale Le Pontet : 62 172 lignes de données sensibles revendiquées dans une fuite de données,nouveau,,,,
2026-07-01,Pacha Tours,France,France,Transport / Logistique,Fuite de données,Inconnu,Signal documenté par la source,60,"Une importante fuite de données attribuée à Pacha Tours, tour-opérateur français spécialisé notamment dans les séjours Hajj, les…",https://www.cyberattaque.org/pacha-tours-31-087-personnes-passeports-pnr-et-mots-de-passe-en-clair-publies-apres-une-cyberattaque/,"Rattrapage 2026 Cyberattaque.org — Pacha Tours : 31 087 personnes, passeports, PNR et mots de passe en clair publiés après une cyberattaque",nouveau,,,,
2026-07-01,Lycée Ambroise Brugière,France,Clermont-Ferrand,Éducation / Formation,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une base de données attribuée au lycée Ambroise Brugière, établissement public situé à Clermont-Ferrand, a été revendiquée sur…",https://www.cyberattaque.org/lycee-ambroise-brugiere-1-324-fiches-deleves-revendiquees-apres-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Lycée Ambroise Brugière : 1 324 fiches d’élèves revendiquées après une fuite de données,nouveau,,,,
2026-07-01,Caroline Immobilier,France,Marseille,Construction / BTP,Fuite de données,Inconnu,Signal documenté par la source,60,"Une fuite de données attribuée à Caroline Immobilier, agence spécialisée dans la vente, l’achat, la location saisonnière, la…",https://www.cyberattaque.org/caroline-immobilier-123-go-de-donnees-locataires-et-documents-immobiliers-publies-apres-une-cyberattaque/,"Rattrapage 2026 Cyberattaque.org — Caroline Immobilier : 1,23 Go de données locataires et documents immobiliers publiés après une cyberattaque",nouveau,,,,
2026-07-01,ArthurPro,France,Marseille,Construction / BTP,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une fuite de données attribuée à ArthurPro.fr, la plateforme professionnelle liée au réseau Arthurimmo.com, a été revendiquée sur…",https://www.cyberattaque.org/arthurpro-817-fichiers-professionnels-darthurimmo-revendiques-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — ArthurPro : 817 fichiers professionnels d’Arthurimmo revendiqués après une cyberattaque,nouveau,,,,
2026-07-01,284 461 membres de la Fédération Française de Bridge diffusés après une faille de sécurité,France,France,Sport,Fuite de données,Inconnu,Signal documenté par la source,60,"Une importante fuite de données attribuée à FFBridge, le site de la Fédération Française de Bridge, a été…",https://www.cyberattaque.org/284-461-membres-de-la-federation-francaise-de-bridge-diffuses-apres-une-faille-de-securite/,Rattrapage 2026 Cyberattaque.org — 284 461 membres de la Fédération Française de Bridge diffusés après une faille de sécurité,nouveau,,,,
2026-06-30,Trenitalia,France,France,Transport / Logistique,Autre cyber,Inconnu,Confirmé,100,Trenitalia France confirme un incident de sécurité ayant touché sa plateforme de vente et de gestion des titres…,https://www.cyberattaque.org/trenitalia-les-donnees-de-voyageurs-exposees-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Trenitalia : les données de voyageurs exposées après une cyberattaque,nouveau,,,,
2026-06-29,Polices municipales,France,France,Inconnu,Intrusion,Inconnu,Signal documenté par la source,60,Plusieurs polices municipales françaises sont visées par une série de revendications publiées sur des forums cybercriminels. Les cas…,https://www.cyberattaque.org/polices-municipales-joinville-le-pont-la-tremblade-et-saint-medard-en-jalles-visees-par-des-fuites-de-donnees/,"Rattrapage 2026 Cyberattaque.org — Polices municipales : Joinville-le-Pont, La Tremblade et Saint-Médard-en-Jalles visées par des fuites de données",nouveau,,,,
2026-06-29,ONPP,France,France,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une base de données attribuée au site onpp.fr, le portail officiel de l’Ordre national des pédicures-podologues, a été…",https://www.cyberattaque.org/onpp-8-048-fiches-de-pedicures-podologues-revendiquees-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — ONPP : 8 048 fiches de pédicures-podologues revendiquées dans une fuite de données,nouveau,,,,
2026-06-29,Génération #HDF,France,France,Éducation / Formation,Autre cyber,Inconnu,Revendiqué / non corroboré,65,"Une base de données présentée comme liée à Génération #HDF, le dispositif de la Région Hauts-de-France destiné aux…",https://www.cyberattaque.org/generation-hdf-des-donnees-de-lyceens-et-apprentis-revendiquees-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Génération #HDF : des données de lycéens et apprentis revendiquées après une cyberattaque,nouveau,,,,
2026-06-29,Classic Days,France,France,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une fuite de données attribuée au site classic-days.fr a été revendiquée sur un forum cybercriminel le 28 juin…,https://www.cyberattaque.org/classic-days-11-go-de-donnees-clients-avec-les-mots-de-passe-en-clair-en-fuite/,Rattrapage 2026 Cyberattaque.org — Classic Days : 11 Go de données clients avec les mots de passe en clair en fuite,nouveau,,,,
2026-06-29,Axonaut,France,Mans,Numérique / Technologie,Autre cyber,Inconnu,Revendiqué / non corroboré,65,"Une nouvelle revendication publiée sur un forum cybercriminel vise l’écosystème Axonaut, logiciel français de gestion utilisé par des…",https://www.cyberattaque.org/axonaut-8-bases-clients-revendiquees-plusieurs-milliers-de-factures-exposees/,Rattrapage 2026 Cyberattaque.org — Axonaut : plusieurs milliers de factures exposées après une cyberattaque,nouveau,,,,
2026-06-29,Air Corsica,France,France,Administration / Collectivité,Fuite de données,Inconnu,Signal documenté par la source,60,"Une fuite de données attribuée à GP Air Corsica, un portail interne ou semi-interne associé à Air Corsica,…",https://www.cyberattaque.org/air-corsica-plus-de-12-000-fiches-dagents-et-dayants-droit-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Air Corsica : plus de 12 000 fiches d’agents et d’ayants droit dans une fuite de données,nouveau,,,,
2026-06-28,Batigam,France,France,Construction / BTP,Fuite de données,Inconnu,Signal documenté par la source,60,"Une importante fuite de données attribuée à Batigam, entreprise spécialisée dans les travaux de construction et de rénovation,…",https://www.cyberattaque.org/batigam-pres-de-28-000-documents-techniques-en-fuitent-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Batigam : près de 28 000 documents techniques en fuitent après une cyberattaque,nouveau,,,,
2026-06-27,Synagogue de Levallois,France,France,Finance / Assurance,Autre cyber,Inconnu,Signal documenté par la source,60,"Une base de données attribuée au site ccl-levallois.com, utilisé par la Grande Synagogue de Levallois et son centre…",https://www.cyberattaque.org/synagogue-de-levallois-plus-de-300-personnes-exposees-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Synagogue de Levallois : plus de 300 personnes exposées après une cyberattaque,nouveau,,,,
2026-06-26,Ministère des Sports,France,France,Administration / Collectivité,Autre cyber,Inconnu,Revendiqué / non corroboré,65,"Ce 26 juin 2026, le ministère des Sports, de la Jeunesse et de la Vie associative a informé…",https://www.cyberattaque.org/ministere-des-sports-jusqua-227-000-enregistrements-du-compte-asso-revendiques-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Ministère des Sports : jusqu’à 227 000 enregistrements du Compte Asso revendiqués après une cyberattaque,nouveau,,,,
2026-06-25,Secours populaire (59),France,France,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une nouvelle revendication de fuite de données cible le Secours populaire du Nord (59). Sur un forum cybercriminel,…",https://www.cyberattaque.org/secours-populaire-59-les-donnees-de-familles-et-de-salaries-en-fuite/,Rattrapage 2026 Cyberattaque.org — Secours populaire (59) : les données de familles et de salariés en fuite,nouveau,,,,
2026-06-25,Insee,France,France,Finance / Assurance,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une nouvelle revendication visant une administration française a été publiée sur un forum cybercriminel. Un acteur utilisant le…,https://www.cyberattaque.org/insee-12-800-agents-de-linsee-dans-une-fuite-de-donnees-internes/,Rattrapage 2026 Cyberattaque.org — Insee : 12 800 agents de l’Insee dans une fuite de données internes,nouveau,,,,
2026-06-25,Henley,France,France,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une importante fuite de données attribuée à Henley France a été publiée sur un forum cybercriminel. L’auteur de…,https://www.cyberattaque.org/henley-une-fuite-de-code-source-expose-les-secrets-techniques-de-centaines-de-cse-et-grandes-entreprises/,Rattrapage 2026 Cyberattaque.org — Henley : une fuite de code source expose les secrets techniques de centaines de CSE et grandes entreprises,nouveau,,,,
2026-06-25,Apimo,France,Marseille,Numérique / Technologie,Autre cyber,Inconnu,Revendiqué / non corroboré,65,"Une importante base de données attribuée à Apimo, un logiciel CRM utilisé par de nombreuses agences immobilières, a…",https://www.cyberattaque.org/apimo-homeloop-md-immobilier-cyberattaque-fuite/,"Rattrapage 2026 Cyberattaque.org — Apimo : plus de 28 000 clients, prospects et biens immobiliers revendiqués après une cyberattaque",nouveau,,,,
2026-06-25,AKAOLIFE,France,France,Administration / Collectivité,Incident tiers,Inconnu,Revendiqué / non corroboré,65,"Une revendication d’une ampleur exceptionnelle a été publiée sur un forum cybercriminel. Les auteurs, se présentant sous les…",https://www.cyberattaque.org/akaolife-144-millions-denregistrements-revendiques-dans-une-fuite-visant-un-prestataire-rh-de-france-travail/,"Rattrapage 2026 Cyberattaque.org — AKAOLIFE : 14,4 millions d’enregistrements revendiqués dans une fuite visant un prestataire RH de France Travail",nouveau,,,,
2026-06-24,Fédération Hospitalière de France,France,France,Santé,Fuite de données,Inconnu,Signal documenté par la source,60,Une base de données attribuée à la Fédération Hospitalière de France (FHF) a été publiée sur un forum…,https://www.cyberattaque.org/federation-hospitaliere-de-france-plus-de-30-000-professionnels-de-sante-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Fédération Hospitalière de France : plus de 30 000 professionnels de santé dans une fuite de données,nouveau,,,,
2026-06-24,Digit RE Group,France,Marseille,Construction / BTP,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une nouvelle fuite majeure frappe le secteur immobilier français. Sur un forum cybercriminel, l’acteur connu sous le pseudonyme…",https://www.cyberattaque.org/digit-re-group-34-millions-de-personnes-revendiquees-dans-une-fuite-touchant-plusieurs-plateformes-immobilieres/,"Rattrapage 2026 Cyberattaque.org — Digit RE Group : 3,4 millions de personnes revendiquées dans une fuite touchant plusieurs plateformes immobilières",nouveau,,,,
2026-06-23,MesVaccins,France,France,Santé,Autre cyber,Inconnu,Signal documenté par la source,60,"La plateforme MesVaccins, spécialisée dans la gestion des carnets de vaccination numériques, a informé ses utilisateurs d’un incident…",https://www.cyberattaque.org/mesvaccins-des-donnees-de-sante-et-numeros-de-securite-sociale-exposes-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — MesVaccins : des données de santé et numéros de sécurité sociale exposés après une cyberattaque,nouveau,,,,
2026-06-23,Century 21,France,Marseille,Construction / BTP,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une base de données attribuée au réseau immobilier Century 21 France a été publiée sur un forum cybercriminel….,https://www.cyberattaque.org/century-21-plus-de-21-000-collaborateurs-revendiques-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Century 21 : plus de 21 000 collaborateurs revendiqués dans une fuite de données,nouveau,,,,
2026-06-23,Carvivo,France,France,Inconnu,Autre cyber,Inconnu,Revendiqué / non corroboré,65,"Quelques semaines après la publication d’une base contenant environ 15 millions de personnes revendiquées, une nouvelle fuite attribuée…",https://www.cyberattaque.org/carvivo-fuite-de-36-millions-de-journaux-dactivite-apres-une-nouvelle-cyberattaque/,"Rattrapage 2026 Cyberattaque.org — Carvivo : fuite de 3,6 millions de journaux d’activité après une nouvelle cyberattaque",nouveau,,,,
2026-06-22,Pulsy,France,France,Santé,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une base de données attribuée à Pulsy, le groupement régional de e-santé du Grand Est, est actuellement proposée…",https://www.cyberattaque.org/pulsy-58-millions-de-dossiers-patients-revendiques-dans-une-fuite-visant-le-sante-du-grand-est/,"Rattrapage 2026 Cyberattaque.org — Pulsy : 5,8 millions de dossiers patients revendiqués dans une fuite visant l’e-santé du Grand Est",nouveau,,,,
2026-06-22,Nestenn,France,Marseille,Construction / BTP,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une base de données attribuée à l’agence Nestenn Châteauneuf-les-Martigues a été publiée sur un forum cybercriminel par l’utilisateur…,https://www.cyberattaque.org/nestenn-pres-de-29-000-leads-immobiliers-revendiques-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Nestenn : près de 29 000 leads immobiliers revendiqués dans une fuite de données,nouveau,,,,
2026-06-22,La Région Occitanie,France,France,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une importante base de données attribuée au portail laregion.fr a été publiée sur un forum cybercriminel. L’auteur de…,https://www.cyberattaque.org/la-region-occitanie-plus-de-318-000-dossiers-deleves-et-leurs-photos-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — La Région Occitanie : plus de 318 000 dossiers d’élèves et leurs photos dans une fuite de données,nouveau,,,,
