date,organisation,territoire,localisation,secteur,type_menace,acteur,statut,score_cyberattaque,impact_connu,source_urls,synthese,evolution
2026-08-16,Fédération Française de Motocyclisme,France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/f-d-ration-fran-aise-de-motocyclisme-msvj2szkiclvx2gaoc,Rattrapage 2026 depuis l’archive FrenchBreaches — Fédération Française de Motocyclisme.,nouveau
2026-07-04,Lycée professionnel agricole Bel Air,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/lyc-e-professionnel-agricole-bel-air-mr6fbk00a58fq3ak3oj,Rattrapage 2026 depuis l’archive FrenchBreaches — Lycée professionnel agricole Bel Air.,nouveau
2026-07-04,Lycée Saint-Exupéry,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/lyc-e-saint-exup-ry-mr6f9veeb6n4ybepm0p,Rattrapage 2026 depuis l’archive FrenchBreaches — Lycée Saint-Exupéry.,nouveau
2026-07-04,Lycée Polyvalent de Laborde Basse,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/lyc-e-polyvalent-de-laborde-basse-mr6f6782j9fbn4muor,Rattrapage 2026 depuis l’archive FrenchBreaches — Lycée Polyvalent de Laborde Basse.,nouveau
2026-07-04,Lycée Polyvalent Joseph-Marie Carriat,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/lyc-e-polyvalent-joseph-marie-carriat-mr6f8inh9yhqulezspc,Rattrapage 2026 depuis l’archive FrenchBreaches — Lycée Polyvalent Joseph-Marie Carriat.,nouveau
2026-07-04,Lycée Polyvalent Georges Imbert,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/lyc-e-polyvalent-georges-imbert-mr6f7ajux9u4b7v6mdp,Rattrapage 2026 depuis l’archive FrenchBreaches — Lycée Polyvalent Georges Imbert.,nouveau
2026-07-04,Lycée Lavoisier,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/lyc-e-lavoisier-mr6f54lkm127rao0a1,Rattrapage 2026 depuis l’archive FrenchBreaches — Lycée Lavoisier.,nouveau
2026-07-04,Lycée GT et Pro La Fayette,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/lyc-e-gt-et-pro-la-fayette-mr6f35mdap7m09dxa47,Rattrapage 2026 depuis l’archive FrenchBreaches — Lycée GT et Pro La Fayette.,nouveau
2026-07-04,Collège des Châteaux,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/coll-ge-des-ch-teaux-mr6ewtx3vbvoirzwmg9,Rattrapage 2026 depuis l’archive FrenchBreaches — Collège des Châteaux.,nouveau
2026-07-04,Collège de Mercurol,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/coll-ge-de-mercurol-mr6eu2nserqrl7k0rx,Rattrapage 2026 depuis l’archive FrenchBreaches — Collège de Mercurol.,nouveau
2026-07-04,Collège Jean Delacour,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/coll-ge-jean-delacour-mr6f1mnd19p4d5hsajk,Rattrapage 2026 depuis l’archive FrenchBreaches — Collège Jean Delacour.,nouveau
2026-07-04,Collège Henri Ulrich,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/coll-ge-henri-ulrich-mr6f0nfe782rdtlk4kw,Rattrapage 2026 depuis l’archive FrenchBreaches — Collège Henri Ulrich.,nouveau
2026-07-04,Collège Henri Laugier,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/coll-ge-henri-laugier-mr6ezmhaxveg1kdz48p,Rattrapage 2026 depuis l’archive FrenchBreaches — Collège Henri Laugier.,nouveau
2026-07-04,Collège François Rabelais,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/coll-ge-fran-ois-rabelais-mr6eybsrrcq4pfbp2sf,Rattrapage 2026 depuis l’archive FrenchBreaches — Collège François Rabelais.,nouveau
2026-07-04,Collège Compère Morel,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/coll-ge-comp-re-morel-mr6esmf5054h32b2tby3,Rattrapage 2026 depuis l’archive FrenchBreaches — Collège Compère Morel.,nouveau
2026-07-04,Collège Albert Triboulet,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/coll-ge-albert-triboulet-mr6erh2iyy8ywi2i9i,Rattrapage 2026 depuis l’archive FrenchBreaches — Collège Albert Triboulet.,nouveau
2026-07-04,Centre Hospitalier de Chaumont,France,France,Finance / Assurance,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/centre-hospitalier-de-chaumont-mr5o74w1gskospfhke8,Rattrapage 2026 depuis l’archive FrenchBreaches — Centre Hospitalier de Chaumont.,nouveau
2026-07-03,IAD Groupe,France,France,Transport / Logistique,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/iad-groupe-mr1iumodr3zkls2u7z | https://www.bing.com/ck/a?!&&p=5c0b3f0a780ce65cf25e2752134ed7e5fdd3b045667a9b12d9ed6de92585fd03JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0196688e-a2e4-69b5-0081-7f39a3996823&u=a1aHR0cHM6Ly93d3cuZmx5ZHVsbGVzLmNvbS8&ntb=1 | https://www.bing.com/ck/a?!&&p=f0c3508f990c79a342eeb9dbecd9bfd52600e56e3499741ba7c449f6688368b8JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0196688e-a2e4-69b5-0081-7f39a3996823&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvRHVsbGVzX0ludGVybmF0aW9uYWxfQWlycG9ydA&ntb=1,Rattrapage 2026 depuis l’archive FrenchBreaches — IAD Groupe.,nouveau
2026-07-01,SDEZ,France,France,Industrie / Manufacture,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/sdez-mr2hrx3evyjq2xeilk,Rattrapage 2026 depuis l’archive FrenchBreaches — SDEZ.,nouveau
2026-07-01,Pacha Tours,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/pacha-tours-mr1eqv6rv5t94aj8an,Rattrapage 2026 depuis l’archive FrenchBreaches — Pacha Tours.,nouveau
2026-07-01,Irec (Vivaticket),France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/irec-vivaticket-mr22cp2vuoe1ohqsoy,Rattrapage 2026 depuis l’archive FrenchBreaches — Irec (Vivaticket).,nouveau
2026-07-01,Fédération Française de Bridge,France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/f-d-ration-fran-aise-de-bridge-mr225y8zdig6qd08sql,Rattrapage 2026 depuis l’archive FrenchBreaches — Fédération Française de Bridge.,nouveau
2026-07-01,Caroline Immobilier,France,France,Construction / BTP,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/caroline-immobilier-mr1ipzh5b4q2ry495qt,Rattrapage 2026 depuis l’archive FrenchBreaches — Caroline Immobilier.,nouveau
2026-07-01,Arthurimmo,France,France,Construction / BTP,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/arthurimmo-mr1irpz66nqd4x1gbpn,Rattrapage 2026 depuis l’archive FrenchBreaches — Arthurimmo.,nouveau
2026-06-30,Établissement pénitentiaire pour mineurs de Le Pontet,France,France,Inconnu,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/tablissement-p-nitentiaire-pour-mineurs-de-le-pontet-mr04vhyz1u2f8ey5hrj,Rattrapage 2026 depuis l’archive FrenchBreaches — Établissement pénitentiaire pour mineurs de Le Pontet.,nouveau
2026-06-30,Trenitalia France,France,France,Transport / Logistique,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/trenitalia-france-mr0n05vpyw2ax1ei0zg,Rattrapage 2026 depuis l’archive FrenchBreaches — Trenitalia France.,nouveau
2026-06-30,Lycée professionnel Sainte-Anne,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/lyc-e-professionnel-sainte-anne-mr0pijieuq4e1q9l6t,Rattrapage 2026 depuis l’archive FrenchBreaches — Lycée professionnel Sainte-Anne.,nouveau
2026-06-30,Lycée polyvalent Paul Moreau,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/lyc-e-polyvalent-paul-moreau-mr0pgi7zh4w9k8gxh3d,Rattrapage 2026 depuis l’archive FrenchBreaches — Lycée polyvalent Paul Moreau.,nouveau
2026-06-30,Lycée polyvalent Blaise Cendrars,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/lyc-e-polyvalent-blaise-cendrars-mr0pe0url38cidp8vv,Rattrapage 2026 depuis l’archive FrenchBreaches — Lycée polyvalent Blaise Cendrars.,nouveau
2026-06-30,Lycée Ambroise Brugière,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/lyc-e-ambroise-brugi-re-mqzssao7mava58g0mrp,Rattrapage 2026 depuis l’archive FrenchBreaches — Lycée Ambroise Brugière.,nouveau
2026-06-29,l'Ordre national des pédicures-podologues,France,France,Inconnu,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/l-ordre-national-des-p-dicures-podologues-mqylxsx2stahq7zy2tb,Rattrapage 2026 depuis l’archive FrenchBreaches — l'Ordre national des pédicures-podologues.,nouveau
2026-06-29,Police municipale de Saint-Médard-en-Jalles,France,France,Administration / Collectivité,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/police-municipale-de-saint-m-dard-en-jalles-mqyi6jm5z3dqh8afej,Rattrapage 2026 depuis l’archive FrenchBreaches — Police municipale de Saint-Médard-en-Jalles.,nouveau
2026-06-29,"Ministère des Sports, de la Jeunesse et de la Vie associative",France,France,Administration / Collectivité,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/minist-re-des-sports-de-la-jeunesse-et-de-la-vie-associative-mqydv3ob8oq4888ozo,"Rattrapage 2026 depuis l’archive FrenchBreaches — Ministère des Sports, de la Jeunesse et de la Vie associative.",nouveau
2026-06-29,Insee,France,France,Administration / Collectivité,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/insee-mqykba286kd05hsola5,Rattrapage 2026 depuis l’archive FrenchBreaches — Insee.,nouveau
2026-06-29,Hellfest,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/hellfest-mqylrot0y3e1a162hk9,Rattrapage 2026 depuis l’archive FrenchBreaches — Hellfest.,nouveau
2026-06-29,GP Air Corsica,France,France,Transport / Logistique,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/gp-air-corsica-mqyf7g2vf8bcfa8y2p,Rattrapage 2026 depuis l’archive FrenchBreaches — GP Air Corsica.,nouveau
2026-06-29,Fédération Hospitalière de France,France,France,Finance / Assurance,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/f-d-ration-hospitali-re-de-france-mqyllship5irezr3rw,Rattrapage 2026 depuis l’archive FrenchBreaches — Fédération Hospitalière de France.,nouveau
2026-06-29,Classic-Days,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/classic-days-mqylfry3njfqaxeefz,Rattrapage 2026 depuis l’archive FrenchBreaches — Classic-Days.,nouveau
2026-06-29,Axonaut,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/axonaut-mqygp4ygl2o4wc6v2i | https://www.bing.com/ck/a?!&&p=d35143e73e7fd34295a5b2ce207555d4ce01b7218764fa2ff5cde7ce9a96fd6bJmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0ec0205f-79da-68cc-2dd8-37e8788f69f8&u=a1aHR0cHM6Ly93d3cuZ2xvY2t0YWxrLmNvbS90aHJlYWRzL2dsb2NrLTM2LWFuZC1wb2NrZXQtY2FycnkuMjIxMjg5Lw&ntb=1 | https://www.bing.com/ck/a?!&&p=371e22de0acdfc611b3e5962da67505f8b60ebc724e9fe508623c20189f8ed04JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0ec0205f-79da-68cc-2dd8-37e8788f69f8&u=a1aHR0cHM6Ly93d3cuZ2xvY2t0YWxrLmNvbS90aHJlYWRzL2dsb2NrLXJlY29pbC1zcHJpbmctdGVzdC4xMDg3MjEwLw&ntb=1 | https://www.bing.com/ck/a?!&&p=6406faf8dbe29f61f4bb4821a5de139adeea6c7f5ee9760a34d8c257cfbef1c1JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0ec0205f-79da-68cc-2dd8-37e8788f69f8&u=a1aHR0cHM6Ly9jaGF0Z3B0LmNvbS8&ntb=1,Rattrapage 2026 depuis l’archive FrenchBreaches — Axonaut.,nouveau
2026-06-28,Police municipale de La Tremblade,France,France,Administration / Collectivité,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/police-municipale-de-la-tremblade-mqx17v24lpnmdioecxl,Rattrapage 2026 depuis l’archive FrenchBreaches — Police municipale de La Tremblade.,nouveau
2026-06-28,Police municipale de Joinville-le-Pont,France,France,Administration / Collectivité,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/police-municipale-de-joinville-le-pont-mqx14t2rrx303rh63wi,Rattrapage 2026 depuis l’archive FrenchBreaches — Police municipale de Joinville-le-Pont.,nouveau
2026-06-28,Batigam,France,France,Inconnu,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/batigam-mqxlcx6bsh0ei7abtc8,Rattrapage 2026 depuis l’archive FrenchBreaches — Batigam.,nouveau
2026-06-25,Secours populaire français Nord,France,France,Inconnu,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/secours-populaire-fran-ais-nord-mqtr9bwg5gebiu8ttdd,Rattrapage 2026 depuis l’archive FrenchBreaches — Secours populaire français Nord.,nouveau
2026-06-25,La Ville d'Antibes Juan-les-Pins,France,France,Finance / Assurance,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/la-ville-d-antibes-juan-les-pins-mqtxaes71itak4bd2di,Rattrapage 2026 depuis l’archive FrenchBreaches — La Ville d'Antibes Juan-les-Pins.,nouveau
2026-06-25,Henley,France,France,Numérique / Technologie,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/henley-mqtwmuaoosqtas5nd1,Rattrapage 2026 depuis l’archive FrenchBreaches — Henley.,nouveau
2026-06-25,Apimo,Inconnu,Non documenté publiquement,Inconnu,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/apimo-mqtnmio4fgdopnc3nz,Rattrapage 2026 depuis l’archive FrenchBreaches — Apimo.,nouveau
2026-06-25,Agir pour l'environnement,France,France,Inconnu,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/agir-pour-l-environnement-mqtwfi9m32grtksa4gv,Rattrapage 2026 depuis l’archive FrenchBreaches — Agir pour l'environnement.,nouveau
2026-06-24,Digit RE Group,France,France,Inconnu,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/digit-re-group-mqrzcypg3kj1hj8ptql,Rattrapage 2026 depuis l’archive FrenchBreaches — Digit RE Group.,nouveau
2026-06-24,AKAOLIFE (France Travail),France,France,Numérique / Technologie,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/akaolife-france-travail-mqsjry0vaa8nd9zpg7o,Rattrapage 2026 depuis l’archive FrenchBreaches — AKAOLIFE (France Travail).,nouveau
2026-06-23,Pulsy,France,France,Finance / Assurance,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/pulsy-mqr572ce23kun2wnlyg,Rattrapage 2026 depuis l’archive FrenchBreaches — Pulsy.,nouveau
2026-06-23,MesVaccins,France,France,Finance / Assurance,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/mesvaccins-mqqp941ivil5xrhuia,Rattrapage 2026 depuis l’archive FrenchBreaches — MesVaccins.,nouveau
2026-06-23,Century 21,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/century-21-mqr1ct53pj2wt3n2bq,Rattrapage 2026 depuis l’archive FrenchBreaches — Century 21.,nouveau
2026-06-23,Carvivo,France,France,Inconnu,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/carvivo-mqqxto6weagkfzusoqr,Rattrapage 2026 depuis l’archive FrenchBreaches — Carvivo.,nouveau
2026-06-22,Whise,France,France,Industrie / Manufacture,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/whise-mqphbhzjr5t0bskvyho | https://www.bing.com/ck/a?!&&p=cb24319e0139b07231e5b9adcdc6ccd97b3b4b53a558e61a331240d335070bb7JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0f91fa3e-aa6b-651e-139c-ed89abe964f5&u=a1aHR0cHM6Ly93d3cuemhpaHUuY29tL3F1ZXN0aW9uLzM1MDc4NDk4Ng&ntb=1 | https://www.bing.com/ck/a?!&&p=6f4f5cd34c0fd4701f141fbbbaa4cbb9f82bf96def11edd28cb858bd4328c959JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0f91fa3e-aa6b-651e-139c-ed89abe964f5&u=a1aHR0cHM6Ly93d3cuemhpaHUuY29tL3F1ZXN0aW9uLzI4NDYzMjAzNA&ntb=1 | https://www.bing.com/ck/a?!&&p=32658df95c54bbb443f8f09002e799e7656d352232a923ebf58f5c62b6b755d0JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0f91fa3e-aa6b-651e-139c-ed89abe964f5&u=a1aHR0cHM6Ly93d3cudGhlc3BoZXJlLmNvbS8&ntb=1,Rattrapage 2026 depuis l’archive FrenchBreaches — Whise.,nouveau
2026-06-21,NESTENN Châteauneuf-les-Martigues,France,France,Construction / BTP,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/nestenn-ch-teauneuf-les-martigues-mqo0ox8exbqtdatawd,Rattrapage 2026 depuis l’archive FrenchBreaches — NESTENN Châteauneuf-les-Martigues.,nouveau
2026-06-21,Fédération Sportive de la Police Nationale,France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/f-d-ration-sportive-de-la-police-nationale-mqmfxk60mbch21p11j,Rattrapage 2026 depuis l’archive FrenchBreaches — Fédération Sportive de la Police Nationale.,nouveau
2026-06-21,Apps Education,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/apps-education-mqn9aqissxoaxf7mjid,Rattrapage 2026 depuis l’archive FrenchBreaches — Apps Education.,nouveau
2026-06-21,ACOPA Immobilier,France,France,Construction / BTP,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/acopa-immobilier-mqo0lh4jdtcyvmunkf9,Rattrapage 2026 depuis l’archive FrenchBreaches — ACOPA Immobilier.,nouveau
2026-06-20,France-Terrain,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/france-terrain-mqmk3ambmuepjhedym,Rattrapage 2026 depuis l’archive FrenchBreaches — France-Terrain.,nouveau
2026-06-19,Ouestfrance-Immo,France,France,Administration / Collectivité,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/ouestfrance-immo-mql5087cld1kpafjef,Rattrapage 2026 depuis l’archive FrenchBreaches — Ouestfrance-Immo.,nouveau
