Review_ID,Left_Item_ID,Right_Item_ID,Verdict,Evidence_Tier,Evidence,Reviewed_At
V2P001,ITM-5299e7c10746fa62,ITM-c5d6e68764f9a13e,SAME_INCIDENT,MANUAL_MISSED_DUPLICATE_REVIEW,"WiziShop / DropIZI : même date, même victime et même fuite de factures décrite par Cyberattaque.org et FrenchBreaches.",2026-08-20
V2P070,ITM-5ef16bdb42a2ded8,ITM-ab5e3c71f5584819,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : FRENCHBREACHES/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Alpissimmo | Alpissimmo : près de 600 projets de vacances exposés avec coordonnées et dates de séjour",2026-08-20
V2P071,ITM-7ddb7ad99d50b44e,ITM-f4bc528ac672e18a,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : FRENCHBREACHES/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Batipro33 | Batipro 33 piraté : 1119 personnes et cinq bases SQL internes revendiquées",2026-08-20
V2P072,ITM-f60a72267153ca38,ITM-afc773a158f765dd,SAME_INCIDENT,BREACH_EDITORIAL_CORROBORATION,"Revue V2 [BREACH_EDITORIAL_CORROBORATION] : FRENCHBREACHES/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Lire Demain | Lire Demain : 4 600 commandes d’écoles, crèches et collectivités exposées",2026-08-20
V2P073,ITM-388754922f1334d8,ITM-d0c4e4e46300d8ab,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : RANSOMWARE_LIVE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: reflet2000 revendiqué par krybit | Reflet 2000 : près de 23 Go de données RH, paie et contrats diffusés après une cyberattaque",2026-08-20
V2P074,ITM-59c2e598ee47471d,ITM-957af030cd68ea4a,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : RANSOMWARE_LIVE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Transitions Pro Centre Val de Loire revendiqué par PrinzEugen | Transitions Pro Centre-Val de Loire : des dizaines de Go de données menacées après un ransomware",2026-08-20
V2P075,ITM-737920915fbb19df,ITM-ad8244a335639038,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : RANSOMWARE_LIVE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: CNAOC revendiqué par lamashtu | CNAOC : 30 ans d’archives internes et données sensibles exposées après une cyberattaque",2026-08-20
V2P076,ITM-8f3a0130248034f0,ITM-d2d1dcd7fa40be8e,SAME_INCIDENT,RANSOMWARE_EDITORIAL_CORROBORATION,"Revue V2 [RANSOMWARE_EDITORIAL_CORROBORATION] : RANSOMWARE_LIVE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Engie revendiqué par coinbasecartel | Engie : une cyberattaque revendiquée par un groupe ransomware",2026-08-20
V2P077,ITM-0301e932a02d3c7b,ITM-6cd906cccf4e1d39,SAME_INCIDENT,CANONICAL_IDENTITY_CROSS_SOURCE,"Revue V2 [CANONICAL_IDENTITY_CROSS_SOURCE] : BONJOURLAFUITE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Wazari | Wazari: les données clients en fuite après la cyberattaque d’Assuréa",2026-08-20
V2P078,ITM-0c71d9ac5b4e6492,ITM-6c40605f8540852c,SAME_INCIDENT,CANONICAL_IDENTITY_CROSS_SOURCE,"Revue V2 [CANONICAL_IDENTITY_CROSS_SOURCE] : BONJOURLAFUITE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: SamBoat | SamBoat : la plateforme de location de bateaux frappée par une cyberattaque majeure",2026-08-20
V2P079,ITM-93765c1fabb60a6e,ITM-12c2b662bcda52a1,SAME_INCIDENT,CANONICAL_IDENTITY_CROSS_SOURCE,"Revue V2 [CANONICAL_IDENTITY_CROSS_SOURCE] : BONJOURLAFUITE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Système d’Information sur les Armes | SIA : fuite des données de 62 511 armes en France",2026-08-20
V2P080,ITM-e9bd9c13ab5a1dce,ITM-12fddc4c0dc4222c,SAME_INCIDENT,CANONICAL_IDENTITY_CROSS_SOURCE,"Revue V2 [CANONICAL_IDENTITY_CROSS_SOURCE] : BONJOURLAFUITE/CYBERATTAQUE_ORG, même identité organisationnelle, écart 1 jour(s). Titres: Enseignement Catholique | Enseignement catholique : une cyberattaque expose 1,5 million de données",2026-08-20
